,0,1,2
15964,half-true,"""If the Republicans were the majority, (Rep. Barton) would have actually the gavel and the chairmanship.""","By Robert Farley • June 23, 2010"
15965,false,"Under President George W. Bush, ""the national debt went from $5 trillion to $12 trillion.""","By Louis Jacobson • June 23, 2010"
15966,false,"Bill McCollum ""served as a lobbyist whose clients enabled mortgages for illegal immigrants.""","By Amy Sherman • June 23, 2010"
15967,mostly-true,"""Health reform eliminates co-pays, deductibles, and other costs for preventative care and provides for free annual wellness checkups starting next year.""","By Willoughby Mariano • June 23, 2010"
15968,barely-true,"Jeff Greene ""is the king of the undercover Credit Default Swap that brought about the destruction of our economy that we have right now.""","By Aaron Sharockman • June 22, 2010"
15969,mostly-true,"""When I become the nominee, the Democratic nominee, I will be the only pro-choice candidate on the ballot.""","By Cristina Silva • June 22, 2010"
15970,mostly-true,"""We only have 2 percent of the oil reserves in the world, and we consume 25 percent of the world's oil on a daily basis.""","By Louis Jacobson • June 22, 2010"
15971,barely-true,"""For six years, I served our community as a conservative state legislator. In every one of those years, I helped balance the state's budget.""","By Willoughby Mariano • June 22, 2010"
15972,false,"""In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change.""","By Angie Drobnic Holan • June 21, 2010"
15973,true,"Rick Scott “has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country.""","By Amy Sherman • June 21, 2010"
15974,true,"""Obama put a 10 percent tax on tanning.""","By Robert Farley • June 21, 2010"
15975,barely-true,"""We get 30 percent of our oil from the Gulf (of Mexico).""","By Louis Jacobson • June 21, 2010"
15976,barely-true,"""Rob Teilhet, Just another career politician.""","By Eric Stirgus • June 21, 2010"
15977,false,"""We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' ""","By Meghan Ashford-Grooms • June 21, 2010"
15978,false,"Georgia Secretary of State Brian Kemp is a ""career politician.""","By Eric Stirgus • June 20, 2010"
15979,false,U.S. Rep. Lloyd Doggett is “the most liberal man in the United States Congress.”,"By W. Gardner Selby • June 20, 2010"
15980,half-true,“The Republican Party lost 1.1 million registered voters since 2008. The Democratic Party lost 1.2 million registered voters… (while) voter registration in the Libertarian Party rose 8 percent.”,"By W. Gardner Selby • June 19, 2010"
15981,mostly-true,The addition of a 1 percent sales tax would cost a typical household in Hillsborough County approximately $12 a month.,"By Janet Zink • June 18, 2010"
15982,half-true,"""On the pace that we're on with job creation in the last four months ... we will have created more jobs in this year than in the entire Bush Presidency.""","By Aaron Sharockman • June 18, 2010"
15983,pants-fire,"""Without representation, (the IRS) can increase taxes.""","By Robert Farley • June 18, 2010"
15984,false,"""Phoenix, Arizona, I'm told, is now the No. 2 kidnapping capital in the world, right behind Mexico City.""","By Ciara O'Rourke • June 18, 2010"
15985,false,"Thurbert Baker kept a teen in jail ""who didn't even commit a felony.""","By Eric Stirgus • June 18, 2010"
15986,mostly-true,"""Oil companies showered regulators (at the Minerals Management Service) with gifts and favors, and were essentially allowed to conduct their own safety inspections and write their own regulations.""","By Louis Jacobson • June 17, 2010"
15987,pants-fire,"""Ninety-four percent of the bills that pass the Senate have no debate, no vote, no amendments, no reading of the bill, no online disclosure.""","By Louis Jacobson • June 17, 2010"
15988,half-true,"""The minute this proposal for near-beach oil drilling came up, I was against it.""","By Amy Sherman • June 17, 2010"
15989,half-true,"""If you read the Arizona (immigration) law, what it says is if you are stopped for violating the law and they have a suspicion that you're illegal, they can ask you if you're legal.""","By Cristina Silva • June 17, 2010"
15990,mostly-true,Says the Republican “state convention is actually larger than the Republican National Convention.”,"By W. Gardner Selby • June 17, 2010"
15991,false,"""The last major oil spill from a drilling accident in America happened over 40 years ago in 1969.""","By Willoughby Mariano • June 17, 2010"
15992,half-true,"""I've issued a six-month moratorium on deepwater drilling.""","By Robert Farley • June 16, 2010"
15993,barely-true,"The White House has ""refused"" international help in dealing with the oil spill.","By Aaron Sharockman • June 16, 2010"
15994,half-true,"""Right now every single one of the (oil) companies here today and dozens of others are drilling for free in the Gulf of Mexico on leases that will cost American taxpayers more than $50 billion in lost royalties.""","By Louis Jacobson • June 16, 2010"
15995,mostly-true,"""While Exxon Mobil has 40 pages on its media response strategy, its plan for resource protection is only five pages long and its plan for oil removal is just nine pages long.""","By Angie Drobnic Holan • June 16, 2010"
15996,barely-true,"Alex Sink was ""the first official who said that BP should pay $25 million for an ad campaign to promote Florida tourism.""","By Amy Sherman • June 16, 2010"
15997,half-true,"Since 2000, ""the Texas clean air program achieved a 22 percent reduction in ozone and a 46 percent decrease in NOx emissions.""","By Meghan Ashford-Grooms • June 16, 2010"
15998,pants-fire,Says she was never a  member of the Georgia Log Cabin Republicans.,"By Jim Tharpe • June 16, 2010"
15999,barely-true,"Of hospitals in Rick Scott’s Columbia/HCA health care company, ""A top executive said they even turned away a poor man and left him to die outside their door.""","By Cristina Silva • June 15, 2010"
16000,mostly-true,"""BP is setting up claims offices throughout the state.""","By Aaron Sharockman • June 15, 2010"
16001,mostly-true,"John McCain ""voted against the tax cuts of 2001 and 2003, wrongly claiming they helped only the rich.""","By Louis Jacobson • June 15, 2010"
16002,true,"After J.D. Hayworth ""was voted out of Congress, he became a registered lobbyist"" who was ""paid thousands by a Florida corporation to lobby the very committee he used to serve on.""","By Louis Jacobson • June 15, 2010"
16003,false,"The Obama administration ""has been constrained by the Oil Pollution Act of 1990, which basically gives the responsible party the lead role in trying to not only fix the problem, but contain the problem.""","By Aaron Sharockman • June 15, 2010"
16004,half-true,Ninety percent of the people in Arkansas still love Bill Clinton.,"By Alex Holt • June 15, 2010"
16005,pants-fire,Georgia could get money for schools by scraping “the gold off the gold dome” of the state Capitol.,"By Jim Tharpe • June 15, 2010"
16006,false,"""Gov. Crist's veto also clears the way for taxpayer funding of abortion in Florida.""","By Robert Farley • June 14, 2010"
16007,half-true,"""The Republicans didn't have a budget in '02, '04, '06.""","By Louis Jacobson • June 14, 2010"
16008,true,"""The House has never failed to pass a budget in the modern era.""","By Louis Jacobson • June 14, 2010"
16009,true,"Bill McCollum has ""recovered $200 million in Medicaid fraud.""","By Laura Figueroa • June 14, 2010"
16010,half-true,"""Bill White has a long history of trying to limit or even disenfranchise military voters.""","By Ciara O'Rourke • June 14, 2010"
16011,false,"""A major part"" of the climate change bill sponsored by Sens. John Kerry and Joe Lieberman ""was essentially written by BP.""","By Louis Jacobson • June 14, 2010"
16012,true,"Georgia has ""a dropout rate that’s higher"" than Alabama's.","By Willoughby Mariano • June 14, 2010"
16013,false,"""Georgia has a well-deserved reputation for setting the gold standard for food safety.""","By Willoughby Mariano • June 13, 2010"
16014,half-true,"The final pitch of Don Larsen's perfect game in the 1956 World Series ""was a foot and half probably high and outside.""","By Louis Jacobson • June 11, 2010"
16015,mostly-true,"""Bill McCollum holds the same position on (embryonic stem cell research) as Barack Obama.""","By Aaron Sharockman • June 11, 2010"
16016,half-true,"""The 2000 Census cost $4.5 billion. The 2010 Census is set to cost up to $14.5 billion.""","By Robert Farley • June 11, 2010"
16017,true,"California's credit rating is ""the worst in the country.""","By Alex Holt • June 11, 2010"
16018,mostly-true,"While in Congress, Nathan Deal was a leader when it came to protecting our borders.","By Willoughby Mariano • June 11, 2010"
16019,true,"Rick Scott's former health care company, Columbia/HCA, committed ""fraud.""","By Aaron Sharockman • June 10, 2010"
16020,pants-fire,"Starting in 2011, ""you will be required to pay taxes"" on ""the value of whatever health insurance you are given by the company.""","By Angie Drobnic Holan • June 10, 2010"
16021,pants-fire,"""In 20 years there will be enough Muslim voters in the U.S. to elect the president by themselves.""","By Louis Jacobson • June 10, 2010"
16022,false,"Presidents Hoover, Truman and Eisenhower collectively ordered the deportation of at least 15 million illegal aliens.","By Louis Jacobson • June 10, 2010"
16023,barely-true,"""Across the country, more than half of the U.S. attorney seats remain without a prosecutor chosen by Obama.""","By W. Gardner Selby • June 10, 2010"
16024,false,"Says an estimate that Texas will face an $18 billion budget gap is “a number that somebody just reached up in the air and grabbed.""","By Meghan Ashford-Grooms • June 9, 2010"
16025,false,"Once the U.S. government signs a U.N. treaty on conventional arms, ""all U.S. citizens will be subject to those gun laws created by foreign governments.""","By Louis Jacobson • June 9, 2010"
16026,half-true,"Halliburton defrauded American taxpayers of ""hundreds of millions of dollars in Iraq.""","By Angie Drobnic Holan • June 9, 2010"
